SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, EQ, 16-Dec-2021,62.45,63.05,64.4,60.15,61.1,61.15,62.36,492105,306.88,6918,278611,56.62
21STCENMGM, EQ, 16-Dec-2021,54.05,53,54.45,53,53,53,53.22,8577,4.56,182,6203,72.32
3IINFOLTD, EQ, 16-Dec-2021,116.65,116.65,119.3,110.85,110.85,110.85,113.54,4068656,4619.48,21605,2959396,72.74
3MINDIA, EQ, 16-Dec-2021,24668.75,24750,25041.3,24728.15,25000,24926.6,24955.82,2818,703.26,1237,2117,75.12
3PLAND, EQ, 16-Dec-2021,13.9,14.65,14.65,13.55,13.9,13.9,13.81,16894,2.33,129,7043,41.69
585GS2030, GS, 16-Dec-2021,93.9,98.4,98.4,98.4,98.4,98.4,98.4,1,0,1,1,100
5PAISA, EQ, 16-Dec-2021,430.65,433.6,445.8,433,443,439.25,439.09,20889,91.72,1003,14510,69.46
63MOONS, EQ, 16-Dec-2021,206.55,216.85,216.85,196.25,196.25,196.25,204.46,2576738,5268.46,23476,1041496,40.42
676GS2061, GS, 16-Dec-2021,101,96,101.5,96,101.5,101.13,99.58,590,0.59,4,590,100
716GS2050, GS, 16-Dec-2021,104.51,104.5,109.1,104,107,107,105.36,288,0.3,7,288,100
772GS2055, GS, 16-Dec-2021,110,110,110,110,110,110,110,96,0.11,6,96,100
813GS2045, GS, 16-Dec-2021,111,116,116,116,116,116,116,79,0.09,3,79,100
A2ZINFRA, BE, 16-Dec-2021,7.5,7.85,7.85,7.2,7.85,7.85,7.73,1029028,79.56,1443, -, -
AAATECH, SM, 16-Dec-2021,62,61,61,61,61,61,61,3000,1.83,1,3000,100
AAKASH, EQ, 16-Dec-2021,237.75,244,246.75,235.55,245.4,245.55,242.74,238383,578.65,1318,89540,37.56
AAREYDRUGS, EQ, 16-Dec-2021,40,40.7,42.1,39,39.85,39.65,40.82,137245,56.02,1481,66122,48.18
AARON, EQ, 16-Dec-2021,114.05,114.05,117.8,112.15,114.7,112.8,113.62,5046,5.73,150,3522,69.8
AARTIDRUGS, EQ, 16-Dec-2021,548.7,551.25,559,541.25,547.4,544.6,548.48,152241,835.02,8368,41978,27.57
AARTIIND, EQ, 16-Dec-2021,991.05,998.65,998.65,972.55,986,983.2,982.7,354451,3483.2,15705,132800,37.47
AARTISURF, EQ, 16-Dec-2021,1098.75,1090,1119.3,1061.65,1078,1069.55,1078.07,13196,142.26,2566,6707,50.83
AARVEEDEN, EQ, 16-Dec-2021,24,25.35,26.4,23.55,26.4,25.45,25,67337,16.84,316,42606,63.27
AARVI, EQ, 16-Dec-2021,76.25,76.75,80,73,76,75.7,76.23,86137,65.66,1335,49316,57.25
AAVAS, EQ, 16-Dec-2021,2578.15,2594,2598.95,2538,2566,2557.5,2559.3,29552,756.32,8101,16276,55.08
ABAN, BE, 16-Dec-2021,50.15,51.55,51.55,48.5,49.4,48.85,49.29,36409,17.95,450, -, -
ABB, EQ, 16-Dec-2021,2232.05,2220.1,2275,2194,2269,2234.9,2220.48,270580,6008.18,8116,221664,81.92
ABBOTINDIA, EQ, 16-Dec-2021,18527.1,18620,18678.55,18311,18407,18439.95,18492.29,9024,1668.74,3466,3940,43.66
ABCAPITAL, EQ, 16-Dec-2021,123.25,124.7,125.65,120.1,121,120.85,122.94,4250313,5225.25,35178,1619476,38.1
ABFRL, EQ, 16-Dec-2021,282.45,284.25,286.5,272.35,276.1,274.25,278.65,4403990,12271.6,44704,1729661,39.27
ABINFRA, SM, 16-Dec-2021,6.1,5.8,5.8,5.8,5.8,5.8,5.8,4000,0.23,1,4000,100
ABMINTLLTD, EQ, 16-Dec-2021,103.9,106.85,108.05,102.75,106.65,106.55,106.53,1359,1.45,60,825,60.71
ABSLAMC, EQ, 16-Dec-2021,576.4,577,580.25,568.8,572.2,572.2,571.96,155670,890.37,9283,107191,68.86
ABSLBANETF, EQ, 16-Dec-2021,36.7,37.3,37.3,36.3,36.5,36.42,36.6,3705,1.36,72,2007,54.17
ABSLNN50ET, EQ, 16-Dec-2021,43.25,43.6,43.86,43,43.25,43.2,43.24,2712,1.17,77,1991,73.41
ACC, EQ, 16-Dec-2021,2285.5,2297.5,2298.5,2263,2271.7,2266.45,2273.94,247839,5635.71,13968,125516,50.64
ACCELYA, EQ, 16-Dec-2021,1084.4,1100,1102.25,1053,1067,1061.9,1069.08,16379,175.1,2120,9395,57.36
ACCORD, SM, 16-Dec-2021,17.35,16.5,16.5,16.5,16.5,16.5,16.5,4000,0.66,2,4000,100
ACCURACY, EQ, 16-Dec-2021,211.85,214,218.85,207.95,210.35,211.1,212.53,40639,86.37,1684,21804,53.65
ACE, EQ, 16-Dec-2021,231.8,231.1,233.55,225.3,227,227.15,228.26,234526,535.32,6095,95180,40.58
ACRYSIL, EQ, 16-Dec-2021,866.85,895,895,845,863,863.55,862.41,73178,631.09,5451,27015,36.92
ADANIENT, EQ, 16-Dec-2021,1695.3,1707.3,1719.85,1687,1704,1702.05,1701.7,751885,12794.86,26543,89002,11.84
ADANIGREEN, EQ, 16-Dec-2021,1439.25,1458,1469,1395.2,1398.8,1402.25,1429.4,508315,7265.86,28701,313010,61.58
ADANIPORTS, EQ, 16-Dec-2021,745.5,752,756.45,739.35,746.35,745.15,746.49,3303620,24661.32,51179,802359,24.29
ADANIPOWER, EQ, 16-Dec-2021,102.2,103.7,103.95,100.8,101.4,101.3,101.74,2336205,2376.94,23803,1290743,55.25
ADANITRANS, BE, 16-Dec-2021,1859.85,1872,1888.8,1820,1826,1839.85,1867.51,376249,7026.49,6065, -, -
ADFFOODS, EQ, 16-Dec-2021,816.75,833.1,835,805,815,815.75,813.76,15761,128.26,2500,8199,52.02
ADL, BE, 16-Dec-2021,48.9,49.8,49.8,46.7,46.8,46.8,47.26,2659,1.26,38, -, -
ADORWELD, EQ, 16-Dec-2021,688.9,685.15,705,685,694,693.6,693.89,6320,43.85,599,3089,48.88
ADROITINFO, BE, 16-Dec-2021,12.95,12.35,12.35,12.35,12.35,12.35,12.35,7114,0.88,8, -, -
ADSL, EQ, 16-Dec-2021,117.45,118.8,122,114.15,115.35,115.15,117.62,267689,314.85,5109,137052,51.2
ADVANIHOTR, EQ, 16-Dec-2021,78.05,79.5,79.5,74.85,79.5,78.1,77.01,18890,14.55,327,12980,68.71
ADVENZYMES, EQ, 16-Dec-2021,348.5,353.35,357.7,347,350.5,350.5,352.17,137804,485.31,9574,51405,37.3
AEGISCHEM, EQ, 16-Dec-2021,224.5,225.65,229.4,215.8,218.4,218.35,220.29,2094738,4614.47,17679,1502754,71.74
AFFLE, EQ, 16-Dec-2021,1094.05,1105,1111.55,1071.5,1090,1085.95,1080.87,454599,4913.62,25044,298758,65.72
AGARIND, EQ, 16-Dec-2021,418.6,418.2,434,412,426.1,425.05,423.71,49399,209.31,4554,25512,51.64
AGRITECH, BE, 16-Dec-2021,60.4,62.6,62.6,59.35,61.9,61.7,60.87,2841,1.73,50, -, -
AGROPHOS, EQ, 16-Dec-2021,29.75,31.45,32.7,30.7,32.7,32.7,32.1,343157,110.17,1366,221258,64.48
AHIMSA, SM, 16-Dec-2021,21,21,21,21,21,21,21,6000,1.26,1,6000,100
AHLADA, EQ, 16-Dec-2021,138.7,144,144,136.8,137.1,137.6,137.88,13893,19.16,293,10402,74.87
AHLEAST, EQ, 16-Dec-2021,193.4,193.95,194,176.35,183.4,187.65,186.1,15601,29.03,511,8080,51.79
AHLUCONT, EQ, 16-Dec-2021,421.75,418,425.95,415.35,420.65,421.3,419.88,12786,53.69,1206,6354,49.69
AIAENG, EQ, 16-Dec-2021,1820.9,1830.5,1832,1810,1823,1816.1,1816.55,17423,316.5,2693,12046,69.14
AIRAN, EQ, 16-Dec-2021,23.55,24,24.35,23.25,23.95,23.65,23.7,92004,21.8,699,62807,68.27
AIROLAM, EQ, 16-Dec-2021,62.35,64.45,64.5,57.25,59.2,58.55,60.73,19586,11.89,230,10746,54.87
AIRTELPP, E1, 16-Dec-2021,355.05,356.1,364.9,345.45,350.7,348.6,353.65,159897,565.47,1968,118225,73.94
AJANTPHARM, EQ, 16-Dec-2021,2117.65,2120,2128.8,2070.1,2071.15,2082.2,2086.38,73932,1542.5,12017,48567,65.69
AJMERA, EQ, 16-Dec-2021,284.5,290.05,292.85,283.9,288.1,288.75,287.65,8525,24.52,357,6192,72.63
AJOONI, EQ, 16-Dec-2021,59.15,60.2,60.2,58.5,58.55,58.6,59.27,4601,2.73,116,3702,80.46
AJRINFRA, EQ, 16-Dec-2021,1.8,1.85,1.85,1.85,1.85,1.85,1.85,421752,7.8,175,421752,100
AKASH, BE, 16-Dec-2021,197.8,199,204,187.95,187.95,187.95,195.76,20034,39.22,210, -, -
AKG, EQ, 16-Dec-2021,40.05,39.7,40.75,39.05,39.2,39.4,39.5,35468,14.01,331,30785,86.8
AKSHARCHEM, EQ, 16-Dec-2021,469.35,477.9,477.9,452.15,459.7,456.35,461.13,15524,71.59,1402,8973,57.8
AKSHOPTFBR, EQ, 16-Dec-2021,12.9,13.4,13.5,12.3,12.3,12.3,12.75,3989669,508.83,3877,2111287,52.92
AKZOINDIA, EQ, 16-Dec-2021,2053.85,2060,2065.35,2037,2040,2039.65,2042.93,3093,63.19,696,2155,69.67
ALANKIT, EQ, 16-Dec-2021,15.35,15.5,15.95,15.05,15.3,15.25,15.35,801884,123.12,1540,486983,60.73
ALBERTDAVD, EQ, 16-Dec-2021,591.85,592.15,600.05,582.1,589.5,584.85,589.83,10565,62.32,564,8163,77.26
ALEMBICLTD, EQ, 16-Dec-2021,101.35,102.15,102.35,100.2,101.1,100.75,101.08,131514,132.93,2898,69698,53
ALICON, EQ, 16-Dec-2021,872.4,885.8,924,857.55,923.95,915.05,896.34,47093,422.12,4616,18910,40.15
ALKALI, EQ, 16-Dec-2021,90.75,90.1,91.45,88.7,89.05,89.2,89.75,24871,22.32,673,11445,46.02
ALKEM, EQ, 16-Dec-2021,3430.65,3430,3441.25,3375,3425,3419.45,3406.85,36764,1252.49,6013,12752,34.69
ALKYLAMINE, EQ, 16-Dec-2021,3183.7,3191.05,3235,3154.85,3171.1,3171.2,3186.93,20176,642.99,6398,11072,54.88
ALLCARGO, EQ, 16-Dec-2021,360.65,363.9,375.6,356.95,358.95,359.25,365.85,486561,1780.08,12651,177106,36.4
ALLSEC, EQ, 16-Dec-2021,538.4,540.4,612,536.45,590,587.55,582.39,325739,1897.06,17433,100472,30.84
ALMONDZ, EQ, 16-Dec-2021,122.3,126.95,127,121,123.4,123.25,123.36,7346,9.06,356,4225,57.51
ALOKINDS, EQ, 16-Dec-2021,26.3,26.6,26.85,24.6,25.3,25.1,25.42,14686518,3733.96,22656,7641456,52.03
ALPA, EQ, 16-Dec-2021,64.55,65.4,66.8,64.5,65.75,64.95,65.2,83132,54.2,1703,55012,66.17
ALPHAGEO, EQ, 16-Dec-2021,343.8,346,346,330.55,332.5,334.8,338.8,8971,30.39,542,6414,71.5
ALPSINDUS, BE, 16-Dec-2021,4.25,4.45,4.45,4.45,4.45,4.45,4.45,51240,2.28,107, -, -
AMARAJABAT, EQ, 16-Dec-2021,630.5,630.5,635.15,623.5,627.95,627.75,627.52,384527,2413,13876,95919,24.94
AMBER, EQ, 16-Dec-2021,3328.35,3339.9,3478.95,3332.55,3450,3432,3394.54,139568,4737.7,24457,50659,36.3
AMBICAAGAR, EQ, 16-Dec-2021,19.1,20,20,19,19.3,19.05,19.21,26134,5.02,227,21520,82.34
AMBIKCO, EQ, 16-Dec-2021,2034.15,2045,2089.95,2002.25,2048,2031.65,2038.55,16045,327.08,2947,8913,55.55
AMBUJACEM, EQ, 16-Dec-2021,378.9,380,381.6,374.6,376.5,375.7,376.18,2366346,8901.75,48440,1536565,64.93
AMDIND, EQ, 16-Dec-2021,36.35,37.95,38.75,35.1,35.75,35.7,36.52,36343,13.27,380,20456,56.29
AMIORG, EQ, 16-Dec-2021,938.4,943,956.5,909.15,918.8,916.35,927.23,126799,1175.72,7764,48391,38.16
AMJLAND, EQ, 16-Dec-2021,33.6,34,34,32.6,33,33.15,33.05,18882,6.24,248,15463,81.89
AMRUTANJAN, EQ, 16-Dec-2021,894.15,896.1,911.1,891.1,899,901.45,896.76,14686,131.7,1731,7537,51.32
ANANDRATHI, EQ, 16-Dec-2021,584.95,586,594.5,566.1,571.5,570.9,580.18,664868,3857.46,15551,317529,47.76
ANANTRAJ, EQ, 16-Dec-2021,73.85,76.35,76.35,72.5,73.5,73.2,73.47,663293,487.33,3512,532831,80.33
ANDHRACEMT, EQ, 16-Dec-2021,16.9,17.2,17.4,16.3,16.75,16.75,16.84,694398,116.93,2479,532408,76.67
ANDHRAPAP, EQ, 16-Dec-2021,224.15,226.6,226.6,221,223.65,222.35,222.95,5240,11.68,270,3680,70.23
ANDHRSUGAR, EQ, 16-Dec-2021,615.65,640,640,605.5,610.2,610.6,617.65,75539,466.57,5527,37688,49.89
ANDREWYU, EQ, 16-Dec-2021,24.35,24.85,24.85,23.55,23.9,23.7,23.97,133400,31.98,1012,73980,55.46
ANGELONE, EQ, 16-Dec-2021,1165.1,1175,1182.25,1155.55,1179.95,1174.8,1171.27,237119,2777.32,17424,96858,40.85
ANIKINDS, EQ, 16-Dec-2021,27.85,29.2,29.2,28,28.5,28.35,28.58,253686,72.5,1143,159520,62.88
ANKITMETAL, BE, 16-Dec-2021,8.55,8.95,8.95,8.95,8.95,8.95,8.95,322850,28.9,606, -, -
ANMOL, EQ, 16-Dec-2021,170.7,168.95,172.1,168,172,169.5,169.6,14135,23.97,1659,6538,46.25
ANSALAPI, BE, 16-Dec-2021,14.05,14.35,14.35,13.35,13.35,13.35,13.6,187276,25.47,446, -, -
ANSALHSG, BE, 16-Dec-2021,13.75,13.4,13.4,13.1,13.1,13.1,13.13,234295,30.76,752, -, -
ANTGRAPHIC, BE, 16-Dec-2021,1,1.05,1.05,1,1.05,1.05,1.04,1391225,14.5,1002, -, -
ANUP, EQ, 16-Dec-2021,1083.7,1095,1097.45,1050,1095,1079.1,1076.15,21693,233.45,3652,9854,45.42
ANURAS, EQ, 16-Dec-2021,839.45,860,870,845.45,849,849.9,853.02,81252,693.1,4140,37546,46.21
APARINDS, EQ, 16-Dec-2021,740.05,746.8,759,727.15,737,735.85,743.05,145669,1082.39,10214,49805,34.19
APCL, EQ, 16-Dec-2021,309.6,311.3,311.55,303,306.8,303.95,306.09,14134,43.26,750,8848,62.6
APCOTEXIND, EQ, 16-Dec-2021,361.45,363.3,365,350.45,351.45,352.6,356.94,23716,84.65,1217,14794,62.38
APEX, EQ, 16-Dec-2021,296,298,299.45,292.05,294.95,294,295.17,75691,223.41,2951,29767,39.33
APLAPOLLO, EQ, 16-Dec-2021,1082.85,1098.8,1114.55,1062.55,1071.5,1071.25,1091.47,809552,8836.05,63829,429253,53.02
APLLTD, EQ, 16-Dec-2021,792.8,797.05,797.05,755.95,772,774.7,774.17,289334,2239.95,14279,57802,19.98
APOLLO, EQ, 16-Dec-2021,119.3,121,122.1,117,118,117.4,118.72,95617,113.51,2841,51006,53.34
APOLLOHOSP, EQ, 16-Dec-2021,5192.55,5229.95,5242,5143,5202,5204.3,5194.83,265216,13777.53,26648,73031,27.54
APOLLOPIPE, EQ, 16-Dec-2021,559.6,563.5,565.15,550,555,556.3,557.3,46745,260.51,3709,28322,60.59
APOLLOTYRE, EQ, 16-Dec-2021,215.6,216.75,218,213.6,217.05,217.45,216.28,1570974,3397.68,16528,447885,28.51
APOLSINHOT, EQ, 16-Dec-2021,849,871,872,831.75,872,856.3,850.57,1996,16.98,268,970,48.6
APTECHT, EQ, 16-Dec-2021,375.6,378.3,381.05,363,368.8,369.15,370.61,136842,507.15,4320,73427,53.66
APTUS, EQ, 16-Dec-2021,343.75,343.75,353,343.75,350.05,350.05,350.12,499123,1747.55,44389,364249,72.98
ARCHIDPLY, EQ, 16-Dec-2021,40.95,40.6,41.25,38.65,40,39.5,39.89,67391,26.88,653,39463,58.56
ARCHIES, EQ, 16-Dec-2021,18.25,18.5,18.6,17.5,17.85,17.75,17.94,45055,8.08,314,34619,76.84
ARENTERP, EQ, 16-Dec-2021,73.3,76.95,76.95,76.95,76.95,76.95,76.95,11195,8.61,42,11195,100
ARIES, EQ, 16-Dec-2021,139.95,141.5,141.65,138.05,138.65,138.75,139.33,11844,16.5,538,4951,41.8
ARIHANT, BE, 16-Dec-2021,41.55,42.5,42.5,40.6,41.55,41.55,41.69,3621,1.51,49, -, -
ARIHANTCAP, EQ, 16-Dec-2021,159.95,162,162.9,157.1,158.55,158.6,159.47,49293,78.61,1581,31205,63.31
ARIHANTSUP, EQ, 16-Dec-2021,176.6,180,180.55,172.1,175.2,175.35,175.8,211185,371.27,2333,116544,55.19
ARMANFIN, EQ, 16-Dec-2021,973.5,975,983.8,953.2,968.55,962.35,965.65,4654,44.94,758,2347,50.43
AROGRANITE, EQ, 16-Dec-2021,76,77.85,77.85,74.25,74.85,74.7,75.88,99792,75.72,1747,55773,55.89
ARROWGREEN, EQ, 16-Dec-2021,133.9,136.6,136.6,127.25,127.5,127.3,128.91,24839,32.02,587,15518,62.47
ARSHIYA, EQ, 16-Dec-2021,37.8,37.65,37.65,35.95,35.95,35.95,36.51,90207,32.93,412,76504,84.81
ARSSINFRA, EQ, 16-Dec-2021,29.85,30.45,35.8,29.7,33.6,33.5,33.63,1033470,347.51,6054,381802,36.94
ARTEMISMED, EQ, 16-Dec-2021,43.05,43.85,44.45,40.9,40.9,40.9,42.34,187155,79.24,1112,141548,75.63
ARTNIRMAN, BE, 16-Dec-2021,168.45,160.05,160.05,160.05,160.05,160.05,160.05,795,1.27,29, -, -
ARVEE, EQ, 16-Dec-2021,82.7,84.65,84.7,81.6,84,82.7,82.59,842,0.7,31,458,54.39
ARVIND, EQ, 16-Dec-2021,119.35,120.3,121.1,117.05,117.4,117.5,118.44,696542,825.01,7429,245222,35.21
ARVINDFASN, EQ, 16-Dec-2021,295.35,299.8,303,290,292.5,291.9,297.53,112848,335.76,3793,60374,53.5
ARVSMART, BE, 16-Dec-2021,221.1,222,222,213.7,220,219.5,216.92,30483,66.12,338, -, -
ASAHIINDIA, EQ, 16-Dec-2021,494.55,494,508.9,483,502,502.15,498.72,373516,1862.79,18695,90735,24.29
ASAHISONG, EQ, 16-Dec-2021,310.85,315.9,315.9,294,295,295.5,300.32,12213,36.68,813,8239,67.46
ASAL, BE, 16-Dec-2021,366.5,384,384.8,373.85,384.8,384.8,383.53,216756,831.33,3311, -, -
ASALCBR, EQ, 16-Dec-2021,515.45,515.45,519.7,504,507.4,506.95,509.75,18398,93.78,1791,9905,53.84
ASCOM, SM, 16-Dec-2021,73.15,69.55,69.55,69.55,69.55,69.55,69.55,20000,13.91,5,20000,100
ASHAPURMIN, EQ, 16-Dec-2021,107.6,108.8,109.85,105.2,106.9,106.05,107.33,79026,84.82,1689,39880,50.46
ASHIANA, EQ, 16-Dec-2021,173.15,173.1,175,171,171.95,171.5,173.39,18667,32.37,1010,11708,62.72
ASHIMASYN, EQ, 16-Dec-2021,17.85,18.05,19.35,17.5,18,18.1,18.48,194736,35.99,737,67152,34.48
ASHOKA, EQ, 16-Dec-2021,96.35,97.4,97.8,94.4,95.35,94.95,95.72,1784753,1708.42,11621,712083,39.9
ASHOKLEY, EQ, 16-Dec-2021,126.25,127.75,128.15,125,126.2,126.05,126.35,7460795,9427.04,34613,2404371,32.23
ASIANENE, EQ, 16-Dec-2021,138.4,141.25,141.4,136,136.5,137.25,138.62,23154,32.1,613,15811,68.29
ASIANHOTNR, EQ, 16-Dec-2021,73.95,74.05,75.85,73.25,74.95,75.3,74.86,14473,10.83,222,7409,51.19
ASIANPAINT, EQ, 16-Dec-2021,3301.95,3325,3325,3270.6,3300,3298.6,3297.52,502930,16584.2,51275,246849,49.08
ASIANTILES, EQ, 16-Dec-2021,133.7,134.15,135.8,133,133.05,133.9,134.21,103578,139.01,2981,46011,44.42
ASLIND, SM, 16-Dec-2021,34.75,36.45,36.45,36.45,36.45,36.45,36.45,8000,2.92,2,8000,100
ASPINWALL, EQ, 16-Dec-2021,156.45,156.4,163.4,152.2,158.3,158.85,159.79,71753,114.66,1564,38162,53.19
ASTEC, EQ, 16-Dec-2021,1528.85,1544.65,1558,1490,1497.85,1499.25,1521.81,83879,1276.48,3728,69352,82.68
ASTERDM, EQ, 16-Dec-2021,192.1,193.45,193.8,186.1,187.4,187,188.6,374495,706.28,8059,212561,56.76
ASTRAL, EQ, 16-Dec-2021,2265.55,2259.7,2308.6,2246.1,2276.7,2276.8,2272.61,199831,4541.38,27144,87116,43.59
ASTRAMICRO, EQ, 16-Dec-2021,257,258.75,262,250.4,252.25,252.8,255.16,695364,1774.29,5386,328077,47.18
ASTRAZEN, EQ, 16-Dec-2021,3091.15,3104,3105,3062.75,3105,3088.65,3082.08,6028,185.79,1417,2806,46.55
ASTRON, EQ, 16-Dec-2021,50.8,50.5,51.45,50.25,50.35,50.6,50.91,33550,17.08,940,22804,67.97
ATALREAL, SM, 16-Dec-2021,151.55,153.1,153.95,147.5,150,149.9,149.17,59200,88.31,24,22400,37.84
ATFL, EQ, 16-Dec-2021,955.2,955.2,968,947,968,961.7,958.86,4327,41.49,409,2228,51.49
ATGL, BE, 16-Dec-2021,1945.25,1975,1987.1,1848,1904.9,1915.7,1957.26,178662,3496.89,16469, -, -
ATLANTA, BE, 16-Dec-2021,18.95,18.95,19.2,18.25,18.6,18.5,18.7,27918,5.22,171, -, -
ATUL, EQ, 16-Dec-2021,8643.9,8650,8715.35,8520,8582,8560.25,8579.97,13182,1131.01,3674,5561,42.19
ATULAUTO, EQ, 16-Dec-2021,202.9,205,205.75,199.8,204,201.85,202.29,98151,198.55,2830,50320,51.27
AUBANK, EQ, 16-Dec-2021,1156.5,1166,1182.45,1140.4,1149.65,1147.55,1165.85,716746,8356.16,22407,69493,9.7
AURDIS, SM, 16-Dec-2021,72.2,72,72,72,72,72,72,2000,1.44,1,2000,100
AURIONPRO, EQ, 16-Dec-2021,262.3,262.55,264.95,259,259.25,260.55,261.27,45531,118.96,2773,24752,54.36
AUROPHARMA, EQ, 16-Dec-2021,692.95,697,699.95,675.15,686.2,683.7,684.37,1995987,13659.89,45594,778602,39.01
AURUM, EQ, 16-Dec-2021,161.15,161.85,165,153.1,153.1,153.1,156.19,484364,756.53,8255,249061,51.42
AUSOMENT, EQ, 16-Dec-2021,68.25,70,75.05,70,75.05,75.05,73.3,43062,31.57,382,19170,44.52
AUTOAXLES, EQ, 16-Dec-2021,1401,1408.05,1408.05,1356.65,1383,1399,1390.19,19368,269.25,2717,12298,63.5
AUTOIND, EQ, 16-Dec-2021,60.05,61,61,59,59.8,59.85,59.79,11166,6.68,242,6270,56.15
AVADHSUGAR, EQ, 16-Dec-2021,429.8,433.9,435.55,416.1,421.5,422.55,422.85,29651,125.38,2129,14391,48.53
AVANTIFEED, EQ, 16-Dec-2021,550.75,555.95,556,542.2,545.5,547.75,547.3,67404,368.9,3418,31581,46.85
AVTNPL, EQ, 16-Dec-2021,81.4,82,82,77.6,77.95,78,79.3,183190,145.27,3534,98782,53.92
AWHCL, EQ, 16-Dec-2021,312.85,320,320.2,308,310.2,310.75,313.48,105910,332,4659,50423,47.61
AXISBANK, EQ, 16-Dec-2021,712.5,719,721.95,705.05,709.55,709.65,711.2,7309187,51983.22,106417,3168740,43.35
AXISBNKETF, EQ, 16-Dec-2021,370.88,372.7,372.7,366.14,368.95,368.46,370.38,3394,12.57,41,3384,99.71
AXISBPSETF, EQ, 16-Dec-2021,10.47,10.47,10.48,10.46,10.48,10.47,10.48,28341,2.97,16415,22373,78.94
AXISCADES, EQ, 16-Dec-2021,97.9,101,102,92,95.5,95.7,96.58,475497,459.25,8685,226559,47.65
AXISCETF, EQ, 16-Dec-2021,70.12,71.2,71.89,68.9,70.95,70.95,69.89,505,0.35,42,290,57.43
AXISGOLD, EQ, 16-Dec-2021,41.59,41.71,42.6,41.64,42,42.13,42.04,827785,347.97,3012,772716,93.35
AXISHCETF, EQ, 16-Dec-2021,85.14,85.5,85.91,84.95,85.22,85.16,85.05,20283,17.25,187,19673,96.99
AXISNIFTY, EQ, 16-Dec-2021,181.24,182.47,182.47,180.91,181,181,181.72,3329,6.05,95,2947,88.53
AXISTECETF, EQ, 16-Dec-2021,362.52,362.55,368,357.25,365.34,364.05,364.26,2259,8.23,59,2074,91.81
AYMSYNTEX, EQ, 16-Dec-2021,100.95,100.65,101.1,99,100.65,99.8,100.58,8598,8.65,188,6303,73.31
BAFNAPH, EQ, 16-Dec-2021,136.2,139.85,139.85,128.6,131.95,130.9,133.07,4184,5.57,209,2807,67.09
BAGFILMS, BE, 16-Dec-2021,4,4.2,4.2,4.2,4.2,4.2,4.2,155876,6.55,105, -, -
BAJAJ-AUTO, EQ, 16-Dec-2021,3294.5,3327.75,3327.75,3227.35,3249.95,3253.15,3257.52,324140,10558.93,27159,148535,45.82
BAJAJCON, EQ, 16-Dec-2021,203.4,204.95,206.9,199.35,203.8,202.5,202.44,704683,1426.59,17876,297462,42.21
BAJAJELEC, EQ, 16-Dec-2021,1278.45,1267,1286.6,1218.9,1252.35,1259.45,1252.14,1070314,13401.82,57653,116854,10.92
BAJAJFINSV, EQ, 16-Dec-2021,16660.7,16870,16950,16575,16710,16703.35,16712.45,325350,54373.96,61573,91383,28.09
BAJAJHCARE, EQ, 16-Dec-2021,406.05,407.45,414.45,392.1,398,394.85,399.63,33899,135.47,3082,18861,55.64
BAJAJHIND, EQ, 16-Dec-2021,14.6,14.7,14.8,14.05,14.35,14.25,14.29,3053559,436.32,5911,1718773,56.29
BAJAJHLDNG, EQ, 16-Dec-2021,5478.15,5539,5540.9,5108.05,5139.9,5137.5,5239.79,129861,6804.44,21973,42319,32.59
BAJFINANCE, EQ, 16-Dec-2021,6847.25,6945,7063.45,6932.9,7045,7028.85,7008.04,1768318,123924.41,130718,477435,27
BALAJITELE, EQ, 16-Dec-2021,64.45,64.9,64.95,62.75,63.2,63.05,63.69,119940,76.39,1465,81365,67.84
BALAMINES, EQ, 16-Dec-2021,3193.7,3224,3247.9,3160,3184.9,3177.4,3197.23,27524,880,4510,13116,47.65
BALAXI, EQ, 16-Dec-2021,519.35,512.3,525.3,506.95,507,508.1,510.74,2945,15.04,363,2146,72.87
BALKRISHNA, EQ, 16-Dec-2021,26.35,27.4,27.65,27.25,27.65,27.65,27.58,9361,2.58,147,9148,97.72
BALKRISIND, EQ, 16-Dec-2021,2247.8,2258.65,2277,2231.45,2257,2252.85,2257.65,172410,3892.41,14382,58409,33.88
BALLARPUR, BZ, 16-Dec-2021,1.7,1.75,1.75,1.75,1.75,1.75,1.75,1368302,23.95,182, -, -
BALMLAWRIE, EQ, 16-Dec-2021,118.95,119.1,119.9,118.05,118.25,118.2,118.6,85174,101.02,1910,49845,58.52
BALPHARMA, EQ, 16-Dec-2021,101.4,101.5,102.75,99.3,100.7,99.8,100.79,28818,29.05,941,16818,58.36
BALRAMCHIN, EQ, 16-Dec-2021,325.45,329.7,329.7,319.1,322.8,323.25,323.14,440190,1422.44,10133,146862,33.36
BANARBEADS, EQ, 16-Dec-2021,72.85,74,74,72.1,72.3,72.45,72.82,3421,2.49,88,2493,72.87
BANARISUG, EQ, 16-Dec-2021,2649.8,2655,2680,2550,2590,2574.8,2597.1,3998,103.83,836,2284,57.13
BANCOINDIA, EQ, 16-Dec-2021,177.2,178,178.5,172.65,174,174.85,175.45,65991,115.78,5300,20033,30.36
